Store,CardID,EAN,Category,MedType,SW2Key,Revenue,RevenueInc.,Qty,TransactionType,BookingDate
1,27924459899,9986,1,34,22,73.06,73.06,4.0,1,2018-01-02
5,66736159399,9994,4,32,22,24.16,24.16,1.0,1,2018-01-02
7,66736159399,9997,4,32,22,57.76,57.76,1.0,1,2018-01-02
2,59681386599,9992,3,34,22,72.82,68.82,2.0,1,2018-01-04
10,65801188599,9994,4,32,22,24.16,24.16,1.0,1,2018-01-04
9,88367561299,9998,5,32,22,38.16,37.16,1.0,1,2018-01-04
3,78728477699,9996,4,32,22,380.77,380.77,7.0,1,2018-01-04
6,14374117099,9985,1,34,22,39.42,39.42,1.0,1,2018-01-05
10,44777928599,9998,5,32,22,38.16,37.16,1.0,1,2018-01-05
2,66812863699,9988,2,38,24,41.88,41.88,1.0,1,2018-01-05
4,79838582699,9998,5,32,22,38.16,37.16,1.0,1,2018-01-06
6,40606096099,9988,2,38,24,41.88,41.88,1.0,1,2018-01-07
8,79838582699,10000,5,32,22,46.5,45.5,1.0,1,2018-01-07
9,13930565999,9987,2,38,24,34.5,34.5,1.0,3,2018-01-08
4,1486109099,9999,5,32,22,25.91,25.91,1.0,1,2018-01-09
5,99470078299,9986,1,34,22,18.26,18.26,1.0,1,2018-01-09
10,94365889499,9989,2,38,24,395.22,395.22,7.0,1,2018-01-10
10,75304280399,9993,4,32,22,31.94,31.94,1.0,1,2018-01-10
6,97820077399,9997,4,32,22,57.76,57.76,1.0,1,2018-01-10
4,34759040699,9986,1,34,22,18.26,18.26,1.0,1,2018-01-11
10,65801188599,9987,2,38,24,34.5,34.5,1.0,1,2018-01-11
9,71548768099,9992,3,34,22,254.86,240.86,7.0,1,2018-01-12
1,25929476999,9995,4,32,22,45.49,45.49,1.0,1,2018-01-12
4,75951562599,10000,5,32,22,46.5,45.5,1.0,1,2018-01-12
4,32819586299,9989,2,38,24,56.46,56.46,1.0,1,2018-01-12
1,85567458499,9997,4,32,22,57.76,57.76,1.0,1,2018-01-13
4,14374117099,9990,2,38,24,15.34,15.34,1.0,1,2018-01-13
1,26496615699,9995,4,32,22,45.49,45.49,1.0,1,2018-01-13
3,32800870099,10000,5,32,22,46.5,45.5,1.0,1,2018-01-13
8,85567458499,9985,1,34,22,39.42,39.42,1.0,3,2018-01-14
4,58929958299,9995,4,32,22,45.49,45.49,1.0,1,2018-01-14
8,66812863699,9999,5,32,22,25.91,25.91,1.0,1,2018-01-15
2,99355627099,9994,4,32,22,24.16,24.16,1.0,1,2018-01-15
3,30624301299,9986,1,34,22,18.26,18.26,1.0,1,2018-01-16
10,8694598599,9995,4,32,22,45.49,45.49,1.0,1,2018-01-16
7,98553018699,9998,5,32,22,38.16,37.16,1.0,1,2018-01-16
6,66427326499,10000,5,32,22,46.5,45.5,1.0,1,2018-01-17
4,26506134899,10000,5,32,22,46.5,45.5,1.0,1,2018-01-17
10,26506134899,9988,2,38,24,41.88,41.88,1.0,3,2018-01-18
5,16961933299,9986,1,34,22,18.26,18.26,1.0,1,2018-01-18
9,79903631099,10000,5,32,22,46.5,45.5,1.0,1,2018-01-19
4,66812863699,9992,3,34,22,36.41,34.41,1.0,1,2018-01-19
1,22976009399,9988,2,38,24,41.88,41.88,1.0,1,2018-01-19
6,66812863699,9995,4,32,22,45.49,45.49,1.0,1,2018-01-19
4,99470078299,9991,2,38,24,28.54,28.54,1.0,1,2018-01-20
4,66812863699,9995,4,32,22,45.49,45.49,1.0,1,2018-01-21
10,88367561299,9989,2,38,24,56.46,56.46,1.0,1,2018-01-21
10,71582711699,9999,5,32,22,25.91,25.91,1.0,1,2018-01-22
10,88367561299,9996,4,32,22,108.79,108.79,2.0,1,2018-01-22
10,75304280399,10000,5,32,22,46.5,45.5,1.0,1,2018-01-24
2,32800870099,9997,4,32,22,404.29,404.29,7.0,1,2018-01-24
7,66812863699,9988,2,38,24,41.88,41.88,1.0,1,2018-01-24
9,8694598599,9987,2,38,24,34.5,34.5,1.0,1,2018-01-24
6,38483897399,9995,4,32,22,45.49,45.49,1.0,1,2018-01-24
5,69235107099,9987,2,38,24,34.5,34.5,1.0,1,2018-01-24
1,62999140399,9993,4,32,22,31.94,31.94,1.0,1,2018-01-24
7,88367561299,9989,2,38,24,56.46,56.46,1.0,1,2018-01-25
8,27924459899,9995,4,32,22,45.49,45.49,1.0,1,2018-01-25
8,30624301299,9994,4,32,22,24.16,24.16,1.0,1,2018-01-27
9,82364801499,9995,4,32,22,45.49,45.49,1.0,5,2018-01-27
6,66736159399,9992,3,34,22,36.41,34.41,1.0,1,2018-01-28
3,40804109399,9985,1,34,22,39.42,39.42,1.0,1,2018-01-28
6,47209937199,9991,2,38,24,28.54,28.54,1.0,1,2018-01-28
4,71582711699,9998,5,32,22,38.16,37.16,1.0,1,2018-01-28
7,16961933299,9999,5,32,22,25.91,25.91,1.0,1,2018-01-29
2,98553018699,9998,5,32,22,152.64,148.64,4.0,3,2018-01-29
4,88367561299,9992,3,34,22,36.41,34.41,1.0,1,2018-01-29
6,75304280399,9985,1,34,22,118.26,118.26,3.0,1,2018-01-29
9,59681386599,9996,4,32,22,54.4,54.4,1.0,3,2018-01-30
8,27924459899,9986,1,34,22,18.26,18.26,1.0,1,2018-01-31
5,69235107099,10000,5,32,22,46.5,45.5,1.0,1,2018-01-31
6,12250261099,9988,2,38,24,41.88,41.88,1.0,1,2018-02-01
3,99355627099,9998,5,32,22,267.12,260.12,7.0,5,2018-02-01
7,66427326499,9989,2,38,24,56.46,56.46,1.0,1,2018-02-02
7,79838582699,9994,4,32,22,24.16,24.16,1.0,1,2018-02-03
6,40606096099,9987,2,38,24,34.5,34.5,1.0,1,2018-02-03
7,78728477699,9989,2,38,24,56.46,56.46,1.0,1,2018-02-03
8,14379876899,10000,5,32,22,46.5,45.5,1.0,1,2018-02-03
2,59681386599,9991,2,38,24,28.54,28.54,1.0,1,2018-02-04
8,59681386599,9997,4,32,22,57.76,57.76,1.0,1,2018-02-04
1,58994904699,10000,5,32,22,46.5,45.5,1.0,1,2018-02-04
2,11216669699,9993,4,32,22,223.61,223.61,7.0,1,2018-02-06
10,94365889499,9987,2,38,24,34.5,34.5,1.0,1,2018-02-07
8,76954778599,9987,2,38,24,34.5,34.5,1.0,1,2018-02-08
8,28342384899,10000,5,32,22,46.5,45.5,1.0,1,2018-02-09
5,73276427999,9996,4,32,22,54.4,54.4,1.0,1,2018-02-09
1,66427326499,9989,2,38,24,56.46,56.46,1.0,1,2018-02-09
6,85567458499,9987,2,38,24,34.5,34.5,1.0,1,2018-02-09
7,11216669699,9999,5,32,22,25.91,25.91,1.0,1,2018-02-09
1,66812863699,9999,5,32,22,25.91,25.91,1.0,1,2018-02-10
4,9502970899,9997,4,32,22,57.76,57.76,1.0,1,2018-02-10
10,71754214299,9997,4,32,22,57.76,57.76,1.0,1,2018-02-11
7,66427326499,9997,4,32,22,57.76,57.76,1.0,1,2018-02-11
1,11216669699,9992,3,34,22,36.41,34.41,1.0,1,2018-02-12
3,66736159399,9998,5,32,22,38.16,37.16,1.0,1,2018-02-12
1,51316220799,9999,5,32,22,25.91,25.91,1.0,1,2018-02-12
10,44317763699,9993,4,32,22,31.94,31.94,1.0,1,2018-02-12
9,88367561299,9994,4,32,22,24.16,24.16,1.0,1,2018-02-12
1,96338712999,9993,4,32,22,31.94,31.94,1.0,1,2018-02-12
10,96338712999,9996,4,32,22,54.4,54.4,1.0,1,2018-02-13
8,66736159399,9995,4,32,22,45.49,45.49,1.0,1,2018-02-13
7,13930565999,9985,1,34,22,39.42,39.42,1.0,1,2018-02-13
7,66588777799,9988,2,38,24,41.88,41.88,1.0,1,2018-02-13
1,82364801499,9989,2,38,24,56.46,56.46,1.0,1,2018-02-13
10,91902775799,9988,2,38,24,41.88,41.88,1.0,1,2018-02-13
6,22976009399,10000,5,32,22,93.0,91.0,2.0,1,2018-02-14
6,48219264099,9999,5,32,22,25.91,25.91,1.0,1,2018-02-14
2,72449987899,9993,4,32,22,31.94,31.94,1.0,1,2018-02-15
5,48219264099,9988,2,38,24,41.88,41.88,1.0,1,2018-02-16
4,65801188599,9988,2,38,24,41.88,41.88,1.0,1,2018-02-16
10,59301418999,9994,4,32,22,24.16,24.16,1.0,5,2018-02-16
9,59681386599,9994,4,32,22,24.16,24.16,1.0,1,2018-02-16
3,8694598599,9996,4,32,22,54.4,54.4,1.0,1,2018-02-16
1,84237647199,9993,4,32,22,31.94,31.94,1.0,1,2018-02-17
9,62999140399,9994,4,32,22,24.16,24.16,1.0,1,2018-02-17
9,88367561299,9999,5,32,22,25.91,25.91,1.0,1,2018-02-17
4,84237647199,9987,2,38,24,34.5,34.5,1.0,1,2018-02-17
3,71582711699,9991,2,38,24,28.54,28.54,1.0,1,2018-02-17
2,71548768099,9990,2,38,24,15.34,15.34,1.0,1,2018-02-17
9,79903631099,10000,5,32,22,325.5,318.5,7.0,1,2018-02-18
7,59681386599,9995,4,32,22,45.49,45.49,1.0,1,2018-02-18
3,84237647199,9988,2,38,24,41.88,41.88,1.0,1,2018-02-19
10,97820077399,9995,4,32,22,318.44,318.44,7.0,1,2018-02-19
6,14379876899,9990,2,38,24,15.34,15.34,1.0,1,2018-02-19
7,26496615699,9989,2,38,24,56.46,56.46,1.0,1,2018-02-19
3,6233952299,10000,5,32,22,93.0,91.0,2.0,1,2018-02-20
10,72449987899,10000,5,32,22,46.5,45.5,1.0,1,2018-02-20
5,12250261099,9988,2,38,24,41.88,41.88,1.0,1,2018-02-20
4,44311294199,9990,2,38,24,61.34,61.34,4.0,1,2018-02-21
5,71548768099,9991,2,38,24,28.54,28.54,1.0,1,2018-02-21
1,94365889499,9987,2,38,24,69.0,69.0,2.0,1,2018-02-21
1,12250261099,9995,4,32,22,45.49,45.49,1.0,1,2018-02-21
10,27924459899,9994,4,32,22,24.16,24.16,1.0,1,2018-02-21
3,11216669699,9998,5,32,22,38.16,37.16,1.0,1,2018-02-21
7,59301418999,9988,2,38,24,41.88,41.88,1.0,1,2018-02-22
7,26496615699,9990,2,38,24,15.34,15.34,1.0,1,2018-02-22
6,91589091699,9990,2,38,24,15.34,15.34,1.0,1,2018-02-22
7,71582711699,9986,1,34,22,18.26,18.26,1.0,1,2018-02-23
5,6233952299,9986,1,34,22,18.26,18.26,1.0,1,2018-02-23
3,66812863699,9987,2,38,24,34.5,34.5,1.0,1,2018-02-23
6,98553018699,9998,5,32,22,38.16,37.16,1.0,1,2018-02-23
6,14374117099,9992,3,34,22,36.41,34.41,1.0,1,2018-02-23
4,59681386599,9989,2,38,24,56.46,56.46,1.0,1,2018-02-24
3,32819586299,9985,1,34,22,39.42,39.42,1.0,5,2018-02-26
1,96338712999,10000,5,32,22,46.5,45.5,1.0,1,2018-02-26
1,92644824299,9989,2,38,24,56.46,56.46,1.0,1,2018-02-26
9,71754214299,9997,4,32,22,57.76,57.76,1.0,3,2018-02-27
10,71548768099,9996,4,32,22,54.4,54.4,1.0,1,2018-02-28
6,59681386599,9992,3,34,22,36.41,34.41,1.0,1,2018-02-28
3,84237647199,9995,4,32,22,45.49,45.49,1.0,1,2018-02-28
1,96338712999,9989,2,38,24,56.46,56.46,1.0,1,2018-03-01
3,49492115699,9987,2,38,24,34.5,34.5,1.0,1,2018-03-01
9,34759040699,9993,4,32,22,31.94,31.94,1.0,1,2018-03-01
5,25929476999,9991,2,38,24,28.54,28.54,1.0,1,2018-03-02
10,71582711699,9996,4,32,22,54.4,54.4,1.0,1,2018-03-02
6,66427326499,9985,1,34,22,78.84,78.84,2.0,1,2018-03-02
1,88367561299,9993,4,32,22,31.94,31.94,1.0,1,2018-03-02
4,14379876899,9988,2,38,24,41.88,41.88,1.0,1,2018-03-03
8,40804109399,9992,3,34,22,36.41,34.41,1.0,1,2018-03-03
10,75951562599,9993,4,32,22,31.94,31.94,1.0,1,2018-03-03
3,14379876899,9995,4,32,22,45.49,45.49,1.0,1,2018-03-03
7,6871626099,9989,2,38,24,56.46,56.46,1.0,1,2018-03-04
2,71548768099,9991,2,38,24,28.54,28.54,1.0,1,2018-03-05
5,27924459899,9990,2,38,24,61.34,61.34,4.0,1,2018-03-05
4,65664932099,9989,2,38,24,56.46,56.46,1.0,1,2018-03-05
8,40804109399,9990,2,38,24,15.34,15.34,1.0,1,2018-03-06
2,9502970899,9987,2,38,24,34.5,34.5,1.0,1,2018-03-06
9,97820077399,9989,2,38,24,56.46,56.46,1.0,1,2018-03-07
7,62999140399,9988,2,38,24,41.88,41.88,1.0,1,2018-03-07
3,43966876099,9996,4,32,22,54.4,54.4,1.0,3,2018-03-07
1,44317763699,9994,4,32,22,24.16,24.16,1.0,1,2018-03-08
2,75951562599,9987,2,38,24,34.5,34.5,1.0,1,2018-03-08
8,6233952299,9993,4,32,22,31.94,31.94,1.0,1,2018-03-08
3,26506134899,9986,1,34,22,18.26,18.26,1.0,3,2018-03-09
1,73276427999,9987,2,38,24,34.5,34.5,1.0,1,2018-03-09
4,48437596099,9985,1,34,22,39.42,39.42,1.0,1,2018-03-09
10,55827754899,9999,5,32,22,25.91,25.91,1.0,1,2018-03-10
7,9502970899,9993,4,32,22,31.94,31.94,1.0,5,2018-03-10
10,78728477699,9998,5,32,22,38.16,37.16,1.0,1,2018-03-11
3,1486109099,10000,5,32,22,46.5,45.5,1.0,1,2018-03-11
4,47209937199,9992,3,34,22,36.41,34.41,1.0,1,2018-03-12
9,8694598599,9989,2,38,24,56.46,56.46,1.0,1,2018-03-13
3,79838582699,9989,2,38,24,56.46,56.46,1.0,1,2018-03-14
9,82364801499,9986,1,34,22,18.26,18.26,1.0,1,2018-03-14
6,71548768099,9993,4,32,22,31.94,31.94,1.0,1,2018-03-15
6,96338712999,9997,4,32,22,57.76,57.76,1.0,1,2018-03-15
4,47209937199,9990,2,38,24,15.34,15.34,1.0,1,2018-03-15
9,1486109099,9998,5,32,22,38.16,37.16,1.0,3,2018-03-17
1,88367561299,9997,4,32,22,57.76,57.76,1.0,1,2018-03-17
9,96338712999,9996,4,32,22,217.58,217.58,4.0,1,2018-03-17
10,51316220799,9985,1,34,22,39.42,39.42,1.0,1,2018-03-18
8,66812863699,9987,2,38,24,34.5,34.5,1.0,1,2018-03-19
6,79903631099,9992,3,34,22,36.41,34.41,1.0,1,2018-03-19
10,9502970899,9997,4,32,22,231.02,231.02,4.0,1,2018-03-20
9,48219264099,9988,2,38,24,41.88,41.88,1.0,1,2018-03-21
3,59681386599,9992,3,34,22,36.41,34.41,1.0,1,2018-03-21
10,62999140399,10000,5,32,22,186.0,182.0,4.0,1,2018-03-22
3,28342384899,9988,2,38,24,293.16,293.16,7.0,1,2018-03-22
5,71548768099,9998,5,32,22,76.32,74.32,2.0,1,2018-03-22
7,71754214299,9988,2,38,24,41.88,41.88,1.0,1,2018-03-22
10,8694598599,9992,3,34,22,36.41,34.41,1.0,1,2018-03-22
5,59301418999,9997,4,32,22,173.27,173.27,3.0,1,2018-03-23
5,44311294199,9996,4,32,22,54.4,54.4,1.0,1,2018-03-24
4,78728477699,9990,2,38,24,15.34,15.34,1.0,3,2018-03-24
2,26496615699,9986,1,34,22,18.26,18.26,1.0,1,2018-03-24
5,34759040699,9990,2,38,24,15.34,15.34,1.0,1,2018-03-25
9,6871626099,9998,5,32,22,38.16,37.16,1.0,1,2018-03-26
7,91902775799,9990,2,38,24,15.34,15.34,1.0,1,2018-03-27
3,99470078299,9986,1,34,22,18.26,18.26,1.0,1,2018-03-27
9,58929958299,9985,1,34,22,39.42,39.42,1.0,1,2018-03-27
1,44311294199,9999,5,32,22,25.91,25.91,1.0,1,2018-03-27
3,58994904699,9996,4,32,22,54.4,54.4,1.0,1,2018-03-27
3,94365889499,9987,2,38,24,34.5,34.5,1.0,5,2018-03-28
5,79903631099,9992,3,34,22,109.22,103.22,3.0,1,2018-03-28
2,9502970899,9988,2,38,24,125.64,125.64,3.0,1,2018-03-28
10,62999140399,9994,4,32,22,24.16,24.16,1.0,1,2018-03-28
1,26496615699,9986,1,34,22,18.26,18.26,1.0,1,2018-03-29
4,91589091699,9997,4,32,22,57.76,57.76,1.0,1,2018-03-29
6,84237647199,9992,3,34,22,36.41,34.41,1.0,1,2018-03-29
1,58929958299,9991,2,38,24,28.54,28.54,1.0,1,2018-03-29
3,98553018699,9996,4,32,22,54.4,54.4,1.0,1,2018-03-30
7,16961933299,9989,2,38,24,56.46,56.46,1.0,1,2018-03-30
6,98553018699,9996,4,32,22,54.4,54.4,1.0,1,2018-03-31
5,40804109399,9988,2,38,24,41.88,41.88,1.0,1,2018-03-31
